transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
glasses,0.98762906,JyGoqpBD,186,1.01,1.485
Rose,0.96854806,JyGoqpBD,187,1.35,1.7
mosquito,0.98762906,JyGoqpBD,188,2.185,2.615
bomb,0.9671172,JyGoqpBD,189,1.71,1.975
Cannon,0.9628147,JyGoqpBD,190,1.23,1.67
drum,0.9267905,JyGoqpBD,191,1.2499999999999998,1.5399999999999998
puzzle,0.98762906,JyGoqpBD,192,1.275,1.6549999999999998
fishing pole,0.98762906,JyGoqpBD,193,1.0699999999999998,1.8599999999999997
chair,0.98762906,JyGoqpBD,194,1.28,1.57
suitcase,0.98762906,JyGoqpBD,195,1.275,1.6799999999999997
Mountain,0.98762906,JyGoqpBD,196,1.5350000000000001,2.0300000000000002
lock,0.91789484,JyGoqpBD,197,1.135,1.375
tie,0.95449847,JyGoqpBD,198,1.17,1.53
rhinoceros,0.98762906,JyGoqpBD,199,1.395,2.1350000000000002
skunk,0.9531579,JyGoqpBD,200,1.085,1.26
fishtank,0.89000416,JyGoqpBD,201,2.035,2.58
cow,1,JyGoqpBD,202,1.2049999999999998,1.5999999999999996
heart,1,JyGoqpBD,203,1.3800000000000001,1.6
nail,0.98762906,JyGoqpBD,204,1.08,1.57
mop,0.98762906,JyGoqpBD,205,1.28,1.51
skis,0.98762906,JyGoqpBD,206,1.27,1.615
cigarette,0.98762906,JyGoqpBD,207,1.405,1.665
scissors,0.98762906,JyGoqpBD,208,1.245,1.465
slide,0.98762906,JyGoqpBD,209,1.29,1.7
rockingchair,0.7959182,JyGoqpBD,210,0.9400000000000001,1.805
robot,0.98762906,JyGoqpBD,211,1.21,1.635
whistle,0.98762906,JyGoqpBD,212,1.355,1.57
fire hydrant,0.95990086,JyGoqpBD,213,1.105,1.8800000000000001
table,0.93860215,JyGoqpBD,214,1.2550000000000001,1.6400000000000001
ice cream,1,JyGoqpBD,215,0.9299999999999998,1.5249999999999997
trashcan,0.48720425,JyGoqpBD,216,1.345,1.98
stove,0.98762906,JyGoqpBD,217,1.255,1.5749999999999997
car,1,JyGoqpBD,218,0.96,1.28
umbrella,0.98762906,JyGoqpBD,219,1.215,1.875
Barrel,0.96854943,JyGoqpBD,220,1.0050000000000001,1.5
Apple,0.9743076,JyGoqpBD,221,1.285,1.6500000000000001
butterfly,0.98762906,JyGoqpBD,222,1.16,1.7999999999999998
witch,0.91079015,JyGoqpBD,223,1.355,1.51
Zeppelin,0.98762906,JyGoqpBD,224,1.6,1.975
gorilla,0.9897771,JyGoqpBD,225,1.2,1.815
bed,0.9695507,JyGoqpBD,226,1.075,1.335
dentist,0.98762906,JyGoqpBD,227,1.3900000000000001,1.55
pineapple,0.98762906,JyGoqpBD,228,1.2750000000000001,1.79
bench,0.98762906,JyGoqpBD,229,1.4399999999999997,1.6199999999999997
Paperclip,0.98762906,JyGoqpBD,230,0.895,1.3900000000000001
ring,0.98762906,JyGoqpBD,231,1.16,1.55
ant,0.9151661,JyGoqpBD,232,1.345,1.58
cross,0.9727598,JyGoqpBD,233,1.025,1.285
igloo,0.98762906,JyGoqpBD,234,1.2049999999999998,1.7349999999999997
tent,0.96932054,JyGoqpBD,235,1.105,1.2550000000000001
cheeseburger,0.98762906,JyGoqpBD,236,1.55,2.245
violin,0.98762906,JyGoqpBD,237,0.965,1.62
magnet,0.98762906,JyGoqpBD,238,1.87,2.275
Lobster,0.98762906,JyGoqpBD,239,1.325,1.935
parrot,0.98762906,JyGoqpBD,240,1.57,1.905
steering wheel,1,JyGoqpBD,241,1.575,2.275
chain,0.98762906,JyGoqpBD,242,1.25,1.665
watch,0.98762906,JyGoqpBD,243,1.4749999999999999,1.6849999999999998
rolling pin,0.94517606,JyGoqpBD,244,1.2999999999999998,2.0749999999999997
shark,0.98762906,JyGoqpBD,245,2.045,2.245
Snowman,0.98762906,JyGoqpBD,246,1.3699999999999999,2.03
dog,0.96664715,JyGoqpBD,247,0.995,1.23
helmet,0.98762906,JyGoqpBD,248,1.1400000000000001,1.43
NA,NA,KaUpiGWZ,1,2.6,3.005
rake,0.952537,KaUpiGWZ,2,2.835,2.97
wheelchair,0.98762906,KaUpiGWZ,3,2.25,2.91
drum,0.98641795,KaUpiGWZ,4,2.1350000000000002,2.39
he,0.5983752,KaUpiGWZ,5,2.795,3.025
Moon,0.98762906,KaUpiGWZ,6,2.04,2.39
octopus,0.98762906,KaUpiGWZ,7,2.04,2.615
column,0.98762906,KaUpiGWZ,8,2.645,2.98
hot,0.7885942,KaUpiGWZ,9,2.46,2.645
plug,0.98762906,KaUpiGWZ,10,1.9999999999999998,2.195
turkey,0.98762906,KaUpiGWZ,11,2.1049999999999995,2.4549999999999996
glass,0.9305355,KaUpiGWZ,12,1.9649999999999996,2.2249999999999996
bone,0.93027073,KaUpiGWZ,13,1.96,2.225
shark,0.98762906,KaUpiGWZ,14,1.86,2.04
NA,NA,KaUpiGWZ,15,0,4.3
tripod,0.98762906,KaUpiGWZ,16,2.095,2.6550000000000002
wing,0.97701705,KaUpiGWZ,17,2.485,2.7800000000000002
telephone,0.9489561,KaUpiGWZ,18,1.895,2.325
well,0.98762906,KaUpiGWZ,19,1.7750000000000001,2.02
sandwich,0.98762906,KaUpiGWZ,20,1.855,2.445
lawnmower,1,KaUpiGWZ,21,1.745,2.4050000000000002
