transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
lion,0.75224805,lZMVpCTA,106,1.4000000000000001,1.7
curtains,0.9546767,lZMVpCTA,107,1.065,1.1749999999999998
bread,0.7970097,lZMVpCTA,108,0.92,1.125
firetruck,0.9546767,lZMVpCTA,109,1.61,1.855
jar,0.7568608,lZMVpCTA,110,0.8949999999999999,1.1749999999999998
rolling pin,0.9546767,lZMVpCTA,111,0.9599999999999999,1.1949999999999998
cutlass,0.94016397,lZMVpCTA,112,1.7899999999999998,1.8949999999999998
toaster,0.9546767,lZMVpCTA,113,NA,NA
gorilla,0.7889295,lZMVpCTA,114,1.1500000000000001,1.43
waffle,0.9546767,lZMVpCTA,115,NA,NA
frying pan,0.9546767,lZMVpCTA,116,1.15,1.6999999999999997
chest,0.9546767,lZMVpCTA,117,1.16,1.3
traffic light,0.7547728,lZMVpCTA,118,NA,NA
snake,0.80124754,lZMVpCTA,119,0.88,1.29
pillow,0.9546767,lZMVpCTA,120,0.9049999999999999,1.0699999999999998
mirror,0.7301692,lZMVpCTA,121,0.8699999999999999,1.0999999999999999
on the lip,0.90361553,lZMVpCTA,122,1.3049999999999997,1.5349999999999997
gun,0.7321748,lZMVpCTA,123,0.8,0.965
hoof,0.8074272,lZMVpCTA,124,NA,NA
shoulder,0.9546767,lZMVpCTA,125,1.12,1.405
nose,0.81831634,lZMVpCTA,126,1.02,1.385
pen,0.784762,lZMVpCTA,127,1.1,1.245
salt,0.7289916,lZMVpCTA,128,1.34,1.47
thumb,0.9546767,lZMVpCTA,129,1.1949999999999998,1.2999999999999998
vase,0.9546767,lZMVpCTA,130,1.25,1.625
frog,0.72811747,lZMVpCTA,131,0.88,1.07
octopus,0.9546767,lZMVpCTA,132,NA,NA
seahorse,0.9546767,lZMVpCTA,133,2.05,2.18
heel,0.9546767,lZMVpCTA,134,1.0150000000000001,1.29
heart,0.8158262,lZMVpCTA,135,1.1999999999999997,1.3899999999999997
book,0.74487114,lZMVpCTA,136,0.8,0.905
paw,NA,lZMVpCTA,137,1.5499999999999998,1.8899999999999997
mop,0.9546767,lZMVpCTA,138,0.895,1.0150000000000001
trashcan,0.88561964,lZMVpCTA,139,1.2099999999999997,1.3649999999999998
Turkey,0.80403125,lZMVpCTA,140,0.8899999999999999,1.0849999999999997
moon,0.8061456,lZMVpCTA,141,1.06,1.285
match,0.8050788,lZMVpCTA,142,1.3349999999999997,1.5199999999999998
toe,0.9546767,lZMVpCTA,143,1.685,1.9000000000000001
Ice Cube,0.7593458,lZMVpCTA,144,2.28,2.385
nest,0.81666106,lZMVpCTA,145,NA,NA
banjo,0.9546767,lZMVpCTA,146,1.06,1.635
skeleton,0.9546767,lZMVpCTA,147,0.89,1.065
finger,0.75836945,lZMVpCTA,148,1.025,1.125
cloud,0.7919825,lZMVpCTA,149,1.3949999999999998,1.7549999999999997
dog,0.7788996,lZMVpCTA,150,0.875,1.055
iron,0.8149004,lZMVpCTA,151,0.7949999999999999,1.065
brush,0.9546767,lZMVpCTA,152,1.035,1.2650000000000001
slide,0.7366967,lZMVpCTA,153,1.025,1.44
bone,0.8079409,lZMVpCTA,154,1.045,1.2750000000000001
sun,0.74047244,lZMVpCTA,155,0.905,1.0150000000000001
duck,0.8160163,lZMVpCTA,156,NA,NA
trumpet,0.9546767,lZMVpCTA,157,0.88,1.025
lightning,0.7365494,lZMVpCTA,158,1.5499999999999998,1.6749999999999998
vest,0.9546767,lZMVpCTA,159,NA,NA
pen,0.78476214,lZMVpCTA,160,0.935,1.055
teeth,0.76560366,lZMVpCTA,161,1.095,1.235
balloon,0.9546767,lZMVpCTA,162,0.96,1.355
mailbox,0.9546767,lZMVpCTA,163,1.305,1.735
shower,0.7694652,lZMVpCTA,164,1.0899999999999999,3.9799999999999995
stove,0.9546767,lZMVpCTA,165,0.85,1.4000000000000001
Hook,0.81812835,lZMVpCTA,166,1.21,1.4000000000000001
volcano,0.9546767,lZMVpCTA,167,1.1500000000000001,1.675
present,0.9546767,lZMVpCTA,168,1.31,1.52
that,0.8855482,lZMVpCTA,169,1.3049999999999997,1.4249999999999998
palmtree,0.9546767,lZMVpCTA,170,1.6499999999999997,2.1249999999999996
nice,0.906006,lZMVpCTA,171,1.43,1.905
bomb,0.7779927,lZMVpCTA,172,1.1549999999999998,1.2899999999999998
guitar,0.7398095,lZMVpCTA,173,1.4549999999999998,1.5949999999999998
rug,0.9546767,lZMVpCTA,174,1.695,1.9000000000000001
seal,0.7457595,lZMVpCTA,175,1.425,1.72
turtle,0.73805976,lZMVpCTA,176,1.22,1.495
rake,0.9546767,lZMVpCTA,177,1.825,2.005
table,0.7703695,lZMVpCTA,178,1.085,1.35
giraffe,0.9546767,lZMVpCTA,179,0.8149999999999998,1.1049999999999998
necklace,0.9546767,lZMVpCTA,180,0.9749999999999999,1.0799999999999998
genie,0.8308751,lZMVpCTA,181,1.4949999999999997,1.7049999999999998
unicorn,0.83256423,lZMVpCTA,182,1.195,1.625
Bridge,0.7967598,lZMVpCTA,183,0.7599999999999999,0.9649999999999999
elephant,0.76699764,lZMVpCTA,184,0.8399999999999999,0.9999999999999999
fishing pole,0.8676999,lZMVpCTA,185,1.44,1.605
Lighthouse,0.7453778,lZMVpCTA,186,0.81,1.315
sink,0.9546767,lZMVpCTA,187,NA,NA
Road,0.74079263,lZMVpCTA,188,1.0099999999999998,1.3449999999999998
wheat,0.9546767,lZMVpCTA,189,1.0699999999999998,1.1749999999999998
glass,0.8083209,lZMVpCTA,190,0.995,1.27
microphone,0.9546767,lZMVpCTA,191,NA,NA
puzzle,0.9546767,lZMVpCTA,192,0.8449999999999999,1.16
window,0.7368093,lZMVpCTA,193,1.2849999999999997,1.4699999999999998
telephone,0.785632,lZMVpCTA,194,0.8099999999999998,0.9599999999999999
airplane,0.9546767,lZMVpCTA,195,NA,NA
badge,0.76299524,lZMVpCTA,196,0.89,1.1300000000000001
violin,0.9546767,lZMVpCTA,197,0.97,1.36
man,0.73525405,lZMVpCTA,198,0.715,0.9450000000000001
TV,0.7302715,lZMVpCTA,199,1.06,1.55
sheep,0.7575226,lZMVpCTA,200,1.815,2.0300000000000002
door,0.73037016,lZMVpCTA,201,0.725,1.03
shoe,0.7581848,lZMVpCTA,202,0.89,1.125
butter,0.7505669,lZMVpCTA,203,NA,NA
yoyo,0.9546767,lZMVpCTA,204,1.15,1.6149999999999998
leaves,0.7570049,lZMVpCTA,205,0.79,0.915
