transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
Road,0.98762906,HPgSeCJg,62,0.895,1.19
chicken,0.98762906,HPgSeCJg,63,NA,NA
flower,0.9741268,HPgSeCJg,64,1.3800000000000001,1.69
Knight,0.9803923,HPgSeCJg,65,1.325,1.54
heel,0.9284453,HPgSeCJg,66,1.2750000000000001,1.52
tent,0.9765276,HPgSeCJg,67,1.1400000000000001,1.32
horse,0.981549,HPgSeCJg,68,2.435,2.775
basket,0.98762906,HPgSeCJg,69,1.085,1.24
helicopter,0.98762906,HPgSeCJg,70,1.075,1.245
unicorn,0.98762906,HPgSeCJg,71,1.83,2.325
panda bear,0.9938145,HPgSeCJg,72,1.115,1.61
statue,0.98762906,HPgSeCJg,73,1.105,1.51
finger,0.98762906,HPgSeCJg,74,0.89,1.16
skunk,0.98762906,HPgSeCJg,75,1.02,1.185
microscope,0.98762906,HPgSeCJg,76,1.2750000000000001,1.81
hammer,0.98762906,HPgSeCJg,77,0.9450000000000001,1.235
envelope,0.98762906,HPgSeCJg,78,0.8200000000000001,1.26
rolling pin,0.93824005,HPgSeCJg,79,1.2650000000000001,1.77
asparagus,0.98762906,HPgSeCJg,80,1.72,2.38
Lobster,0.98762906,HPgSeCJg,81,1.135,1.325
shovel,0.9517023,HPgSeCJg,82,1.115,1.2550000000000001
tennis racket,0.7403752,HPgSeCJg,83,1.18,1.58
cup,0.98560923,HPgSeCJg,84,2.575,2.73
lion,1,HPgSeCJg,85,1.445,1.915
Mouse,0.98762906,HPgSeCJg,86,1.1400000000000001,1.475
cloud,0.98762906,HPgSeCJg,87,1.18,1.45
Pizza,0.98762906,HPgSeCJg,88,NA,NA
scarf,0.98762906,HPgSeCJg,89,1.415,1.585
steering wheel,0.99002540000000006,HPgSeCJg,90,1.18,1.635
Snowman,0.98762906,HPgSeCJg,91,1.045,1.445
cage,0.98762906,HPgSeCJg,92,1.035,1.21
flower,0.9741268,HPgSeCJg,93,1.465,1.805
sword,0.98762906,HPgSeCJg,94,1.26,1.62
Genie,0.9802901,HPgSeCJg,95,1.205,1.5350000000000001
firetruck,0.9070422,HPgSeCJg,96,1.055,1.475
kite,0.97375077,HPgSeCJg,97,1.035,1.155
trashcan,1,HPgSeCJg,98,1.315,1.79
motorcycle,0.98762906,HPgSeCJg,99,1.045,1.37
baby,0.97590876,HPgSeCJg,100,0.925,1.225
nail,0.98762906,HPgSeCJg,101,0.76,1.125
lighthouse,0.95977086,HPgSeCJg,102,1.025,1.155
man,0.9886868,HPgSeCJg,103,1.8,2.16
drawer,0.98762906,HPgSeCJg,104,0.93,1.5
beaver,0.97410977,HPgSeCJg,105,1.2650000000000001,1.4000000000000001
Mountain,0.98762906,HPgSeCJg,106,0.89,1.31
pillar,0.98762906,HPgSeCJg,107,2,2.2600000000000002
acorn,0.98762906,HPgSeCJg,108,1.08,1.305
cow,0.64646184,HPgSeCJg,109,1.05,1.315
house,0.9687474,HPgSeCJg,110,1.045,1.445
Fox,0.9676611,HPgSeCJg,111,1.385,1.53
giraffe,0.98762906,HPgSeCJg,112,0.9550000000000001,1.285
cup,0.98762906,HPgSeCJg,113,NA,NA
rug,0.98762906,HPgSeCJg,114,0.87,1.035
octopus,0.98762906,HPgSeCJg,115,1.105,1.685
heart,0.92854726,HPgSeCJg,116,0.86,0.995
pants,0.98762906,HPgSeCJg,117,2.725,2.91
clarinet,0.98762906,HPgSeCJg,118,1.31,3.045
saxophone,0.98762906,HPgSeCJg,118,1.31,3.045
mailbox,0.92532974,HPgSeCJg,119,1.075,1.46
wrench,0.98762906,HPgSeCJg,120,0.885,1.1
dress,1,HPgSeCJg,121,0.925,1.095
train,0.9563205,HPgSeCJg,122,0.9,1.295
socks,0.78354335,HPgSeCJg,123,1.0050000000000001,1.18
railroad track,0.96598065,HPgSeCJg,124,1.665,2.285
suitcase,0.98762906,HPgSeCJg,125,1.05,1.3900000000000001
sailboat,0.9242524,HPgSeCJg,126,0.85,1.22
glasses,0.98762906,HPgSeCJg,127,0.895,1.095
badge,0.98762906,HPgSeCJg,128,1.195,1.415
banjo,0.98762906,HPgSeCJg,129,0.91,1.32
pear,0.93560636,HPgSeCJg,130,1.05,1.32
slide,1,HPgSeCJg,131,0.86,1.27
stethoscope,0.98762906,HPgSeCJg,132,NA,NA
pan,0.97597176,HPgSeCJg,133,0.9,1.24
plug,0.98762906,HPgSeCJg,134,0.9500000000000001,1.09
fire,0.95312756,HPgSeCJg,135,0.865,1.085
car,1,HPgSeCJg,136,0.745,0.965
broom,0.98762906,HPgSeCJg,137,0.835,1.085
boat,0.98762906,HPgSeCJg,138,0.81,0.9550000000000001
football,0.97035617,HPgSeCJg,139,0.995,1.135
spider,1,HPgSeCJg,140,1.165,1.42
flashlight,1,HPgSeCJg,141,1.335,1.735
soccer ball,0.98762906,HPgSeCJg,142,1.48,2.035
chest,0.98762906,HPgSeCJg,143,1.06,1.18
feather,0.98762906,HPgSeCJg,144,1.025,1.285
cross,0.972708,HPgSeCJg,145,1.205,1.625
pants,1,HPgSeCJg,146,0.84,1.23
pitcher,0.9472999,HPgSeCJg,147,NA,NA
fence,0.93894935,HPgSeCJg,148,0.935,1.085
spoon,0.98762906,HPgSeCJg,149,0.9450000000000001,1.17
tripod,0.98762906,HPgSeCJg,150,1.42,1.55
match,0.98762906,HPgSeCJg,151,1.02,1.22
rockingchair,0.8907154,HPgSeCJg,152,1.145,1.76
mirror,0.98762906,HPgSeCJg,153,0.77,1.07
magnet,0.98762906,HPgSeCJg,154,0.88,1.11
clown,0.98762906,HPgSeCJg,155,1.595,1.83
backpack,0.98762906,HPgSeCJg,156,1.2650000000000001,1.6500000000000001
sweater,0.98762906,HPgSeCJg,157,0.92,1.33
wheelchair,0.98762906,HPgSeCJg,158,0.865,1.065
hamburger,0.9685249,HPgSeCJg,159,0.995,1.19
bomb,0.9671172,HPgSeCJg,160,0.96,1.345
