transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
truck,0.72634757,XNB2Uw5z,72,1.43,1.605
TV,0.7267423,XNB2Uw5z,73,1.52,1.97
pelican,0.9546767,XNB2Uw5z,74,1.17,1.3549999999999998
Queen,0.7872913,XNB2Uw5z,75,1.305,1.67
ghost,0.753696,XNB2Uw5z,76,1.36,1.55
stethoscope,0.9546767,XNB2Uw5z,77,1.27,1.86
Panda,0.8363852,XNB2Uw5z,78,1.29,1.73
house,0.78807515,XNB2Uw5z,79,1.485,1.715
frog,0.728119,XNB2Uw5z,80,1.18,1.545
barrel,0.8508386,XNB2Uw5z,81,1.6600000000000001,2.09
church,0.8759591,XNB2Uw5z,82,1.69,1.93
glove,0.9546767,XNB2Uw5z,83,1.45,1.795
fireman,0.831117,XNB2Uw5z,84,1.935,2.345
trophy,0.9546767,XNB2Uw5z,85,1.7,1.875
heart,0.813155,XNB2Uw5z,86,1.49,1.6500000000000001
roof,0.5917532,XNB2Uw5z,87,1.585,1.83
owl,0.77389824,XNB2Uw5z,88,1.335,1.85
Siri,0.8951144,XNB2Uw5z,89,1.72,1.845
drill,0.9546767,XNB2Uw5z,90,1.545,2.13
pyramid,0.9546767,XNB2Uw5z,91,1.5050000000000001,1.925
bird,0.80573964,XNB2Uw5z,92,1.405,1.7850000000000001
wall,0.8128918,XNB2Uw5z,93,1.7850000000000001,2.15
hippo,0.9546767,XNB2Uw5z,94,1.85,2.0300000000000002
cat,0.73915994,XNB2Uw5z,95,1.345,1.52
lightning,0.7365062,XNB2Uw5z,96,1.3699999999999999,2.0999999999999996
dresser,0.9546767,XNB2Uw5z,97,1.395,1.935
finger,0.73284215,XNB2Uw5z,98,1.2550000000000001,1.815
mask,0.7423482,XNB2Uw5z,99,1.4899999999999998,1.9149999999999998
bucket,0.9546767,XNB2Uw5z,100,1.45,1.565
snail,0.9546767,XNB2Uw5z,101,1.3,1.695
handcuffs,0.9546767,XNB2Uw5z,102,1.195,1.8
rolling pin,0.9546767,XNB2Uw5z,103,1.085,1.715
pumpkin,0.9546767,XNB2Uw5z,104,1.235,1.605
moon,0.8061354,XNB2Uw5z,105,1.165,1.635
tripod,0.9546767,XNB2Uw5z,106,1.84,2.335
fish,0.74259627,XNB2Uw5z,107,1.25,1.41
lettuce,0.9546767,XNB2Uw5z,108,1.18,1.435
crab,0.7714959,XNB2Uw5z,109,1.095,1.485
sink,0.9546767,XNB2Uw5z,110,1.2699999999999998,1.4349999999999998
palette,0.9546767,XNB2Uw5z,111,1.585,1.87
hair,0.79247814,XNB2Uw5z,112,1.56,1.975
paperclip,0.9546767,XNB2Uw5z,113,1.53,2.1350000000000002
flag,0.7268734,XNB2Uw5z,114,1.6400000000000001,2.07
mosquito,0.9546767,XNB2Uw5z,115,1.92,2.3000000000000003
bone,0.74991703,XNB2Uw5z,116,1.43,1.915
skeleton,0.9546767,XNB2Uw5z,117,1.4649999999999999,1.7049999999999998
sailor,0.9546767,XNB2Uw5z,118,1.98,2.3850000000000002
shower,0.7694662,XNB2Uw5z,119,1.61,2.05
beard,0.9546767,XNB2Uw5z,120,1.55,2.015
backpack,0.9546767,XNB2Uw5z,121,1.305,1.855
closet,0.9546767,XNB2Uw5z,122,1.4849999999999999,1.7149999999999996
dentist,0.7893054,XNB2Uw5z,123,1.68,2.02
crown,0.72499615,XNB2Uw5z,124,1.595,2.08
harp,0.9546767,XNB2Uw5z,125,1.17,1.37
airplane,0.9546767,XNB2Uw5z,126,1.055,1.5350000000000001
then,0.21804288,XNB2Uw5z,127,1.1500000000000001,1.325
seesaw,0.9546767,XNB2Uw5z,128,1.1,1.585
mirror,0.7301735,XNB2Uw5z,129,1.165,1.705
box,0.6016039,XNB2Uw5z,130,1.155,1.34
lipstick,0.9546767,XNB2Uw5z,131,1.21,1.35
jar,0.7538128,XNB2Uw5z,132,1.53,1.985
cube,0.8055724,XNB2Uw5z,133,1.355,1.625
cage,0.7275853,XNB2Uw5z,134,1.3800000000000001,1.735
ostrich,0.9546767,XNB2Uw5z,135,1.185,1.6300000000000001
deer,0.74957824,XNB2Uw5z,136,1.41,1.805
seahorse,0.9546767,XNB2Uw5z,137,1.37,1.7650000000000001
cherry,0.7301474,XNB2Uw5z,138,1.215,1.585
puzzle,0.9546767,XNB2Uw5z,139,1.2999999999999998,1.6349999999999998
skunk,0.9546767,XNB2Uw5z,140,1.43,1.625
table,0.77037007,XNB2Uw5z,141,1.62,1.7850000000000001
skis,0.9546767,XNB2Uw5z,142,1.4349999999999998,1.7799999999999998
shovel,0.9546767,XNB2Uw5z,143,1.21,1.46
heart,0.6161244,XNB2Uw5z,144,1.34,1.5150000000000001
cow,0.7286018,XNB2Uw5z,145,1.2999999999999998,1.6649999999999998
telephone,0.78556556,XNB2Uw5z,146,1.115,1.575
horse,0.8129978,XNB2Uw5z,147,1.2,1.375
door,0.73423105,XNB2Uw5z,148,1.3900000000000001,1.82
mushroom,0.9546767,XNB2Uw5z,149,1.025,1.5799999999999998
stairway,0.8280602,XNB2Uw5z,150,1.47,1.94
bowl,0.78728664,XNB2Uw5z,151,1.125,1.555
rhinoceros,0.9546767,XNB2Uw5z,152,1.295,1.8900000000000001
firetruck,0.9546767,XNB2Uw5z,153,1.115,1.625
strawberry,0.7658905,XNB2Uw5z,154,1.48,1.98
sweatshirt,0.9546767,XNB2Uw5z,155,1.43,1.84
belt,0.9546767,XNB2Uw5z,156,1.665,1.84
rocking chair,0.9546767,XNB2Uw5z,157,1.2650000000000001,1.985
