transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
ship,0.98650664,7n2a7und,66,NA,NA
telephone,0.98762906,7n2a7und,67,0.9550000000000001,1.115
watch,0.98762906,7n2a7und,68,0.96,1.52
shark,0.98762906,7n2a7und,69,1.05,1.23
net,0.9632249,7n2a7und,70,0.87,1.06
cup,0.9838209,7n2a7und,71,0.865,0.975
model,0.6125148,7n2a7und,72,0.89,1.24
nail,0.8851007,7n2a7und,73,1.1,1.575
shoe,0.9615844,7n2a7und,74,1.1,1.395
arm,0.96814877,7n2a7und,75,0.5700000000000001,1.26
clock,0.98762906,7n2a7und,76,2.0100000000000002,2.165
rain,0.9612682,7n2a7und,77,1.125,1.68
smoke,0.92901045,7n2a7und,78,0.925,1.3
City,0.73435163,7n2a7und,79,0.9450000000000001,1.7750000000000001
tennis racket,0.76200855,7n2a7und,80,1.49,1.925
moose,0.9144511,7n2a7und,81,1.3,1.85
pirate,0.98762906,7n2a7und,82,1.09,1.415
ring,0.98762906,7n2a7und,83,0.855,1.34
faucet,0.98929155,7n2a7und,84,1.9000000000000001,2.02
goat,0.98762906,7n2a7und,85,1.5150000000000001,1.69
monkey,0.98762906,7n2a7und,86,1.37,1.75
horse,1,7n2a7und,87,1.025,1.495
meet,0.86343765,7n2a7und,88,0.9400000000000001,1.26
football,0.97035617,7n2a7und,89,1.11,1.41
yoyo,0.92655575,7n2a7und,90,1.155,1.5150000000000001
saw,0.98762906,7n2a7und,91,1.09,1.35
Lobster,0.98762906,7n2a7und,92,1.5250000000000001,1.645
cake,0.97453195,7n2a7und,93,1.305,1.42
pelican,0.9855947,7n2a7und,94,1.465,1.8800000000000001
house,0.9563708,7n2a7und,95,1.01,1.555
telescope,0.98762906,7n2a7und,96,1,1.5250000000000001
pitcher,0.8963088,7n2a7und,97,NA,NA
cheese,0.9728042,7n2a7und,98,1.285,1.59
Snowman,0.98762906,7n2a7und,99,1.0050000000000001,1.555
handcuffs,0.98762906,7n2a7und,100,1.2750000000000001,1.685
glove,0.93023473,7n2a7und,101,1.24,1.555
waiter,0.9700957,7n2a7und,102,0.91,1.305
