transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
letter,0.98762906,geh4frr7,202,1.34,1.7
coat hanger,0.98762906,geh4frr7,203,1.42,1.94
NA,NA,geh4frr7,204,1.66,2.085
flower,0.9580972,geh4frr7,205,1.045,1.445
turtle,0.98762906,geh4frr7,206,0.97,1.315
bed,0.7858069,geh4frr7,207,0.965,1.17
play,0.6553976,geh4frr7,208,1.58,1.885
house,0.96873134,geh4frr7,209,1.035,1.245
knife,0.9878897,geh4frr7,210,1.015,1.235
wing,0.9770804,geh4frr7,211,1.395,1.825
lighthouse,0.94458985,geh4frr7,212,1.17,1.625
lipstick,0.98762906,geh4frr7,213,1.76,1.9
purse,0.971347,geh4frr7,214,1.065,1.275
egg,0.97253656,geh4frr7,215,1.735,1.97
anchor,0.9677539,geh4frr7,216,0.98,1.485
Sun,0.69309103,geh4frr7,217,1.195,1.545
mask,0.97198564,geh4frr7,218,0.965,1.205
lawnmower,1,geh4frr7,219,1.48,2.035
Bowl,0.48807195,geh4frr7,220,0.935,1.22
bandaid,0.966978,geh4frr7,221,0.915,1.36
frog,0.96432,geh4frr7,222,1.075,1.36
tent,0.9608935,geh4frr7,223,1.61,1.78
carrot,0.98762906,geh4frr7,224,1.045,1.35
lightning bolt,0.97941697,geh4frr7,225,1.405,2.06
fan,0.98762906,geh4frr7,226,1.145,1.505
badge,0.98762906,geh4frr7,227,1.65,2.155
tie,0.9850016,geh4frr7,228,1.2,1.55
net,0.7998199,geh4frr7,229,1.56,1.83
hammer,0.98762906,geh4frr7,230,0.99,1.385
ice cream,1,geh4frr7,231,1.185,1.775
trophy,0.98762906,geh4frr7,232,1.35,1.785
witch,0.91089255,geh4frr7,233,1.16,1.545
worm,0.98762906,geh4frr7,234,1.29,1.665
Soldier,0.97471493,geh4frr7,235,2.005,2.485
saw,0.97897875,geh4frr7,236,1.26,1.545
saxophone,0.98762906,geh4frr7,237,1.59,1.85
map,0.98762906,geh4frr7,238,1.315,1.535
iron,0.98762906,geh4frr7,239,1.125,1.585
bra,0.9237581,geh4frr7,240,1.13,1.47
hello,0.88356626,geh4frr7,241,1.21,1.59
gun,0.96508163,geh4frr7,242,0.965,1.29
wheat,0.9222221,geh4frr7,243,1.72,1.935
