transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
crab,0.98762906,nsbbspws,66,0.9399999999999998,1.2149999999999999
Pig,0.976818,nsbbspws,67,0.7499999999999999,0.9099999999999998
safe,0.98762906,nsbbspws,68,1.3149999999999997,1.7549999999999997
woman,NA,nsbbspws,69,0.9099999999999998,1.2349999999999999
a shoulder,0.750732,nsbbspws,70,1.4399999999999997,1.5899999999999999
parrot,0.9694447,nsbbspws,71,1.1999999999999997,1.3349999999999997
horse,0.9861699,nsbbspws,72,0.8749999999999999,1.3649999999999998
trophy,0.98762906,nsbbspws,73,0.9399999999999998,1.4399999999999997
ostrich,0.98762906,nsbbspws,74,1.0399999999999998,1.5799999999999998
box,0.92874616,nsbbspws,75,0.8349999999999999,1.035
map,0.98762906,nsbbspws,76,0.7499999999999999,1.0599999999999998
wheat,0.95676655,nsbbspws,77,0.7599999999999999,0.9899999999999999
Tire,0.9051288,nsbbspws,78,0.8199999999999998,1.2899999999999998
vacuum,0.98762906,nsbbspws,79,1.045,2.9049999999999994
safety pin,0.78641194,nsbbspws,80,1.5349999999999997,1.6349999999999998
pyramid,0.96251106,nsbbspws,81,0.9599999999999999,1.3149999999999997
dolphin,0.96864486,nsbbspws,82,0.9899999999999999,1.4049999999999998
present,0.98433584,nsbbspws,83,1.4299999999999997,1.5299999999999998
glasses,0.9695855,nsbbspws,84,0.9899999999999999,1.2049999999999998
monkey,0.52829957,nsbbspws,85,NA,NA
piano,0.976453,nsbbspws,86,0.9999999999999999,1.7249999999999996
bus,0.8587486,nsbbspws,87,1.2149999999999999,1.3399999999999999
penguin,0.98762906,nsbbspws,88,0.8299999999999998,1.1799999999999997
bra,0.98762906,nsbbspws,89,2.0749999999999997,2.4099999999999997
bicycle,1,nsbbspws,90,1.2149999999999999,1.7049999999999998
cheese,0.98762906,nsbbspws,91,1.055,1.255
mop,0.9763986,nsbbspws,92,1.055,1.3299999999999998
nose,0.9708557,nsbbspws,93,1.3249999999999997,1.5899999999999999
anthem,0.3837711,nsbbspws,94,1.2149999999999999,1.3199999999999998
magnet,0.98762906,nsbbspws,95,1.3199999999999998,1.4299999999999997
trumpet,0.98762906,nsbbspws,96,1.0599999999999998,1.38
picture,0.9726088,nsbbspws,97,NA,NA
razor,0.9392318,nsbbspws,98,1.6499999999999997,1.9999999999999998
llama,1,nsbbspws,99,1.0499999999999998,1.4149999999999998
microscope,0.98762906,nsbbspws,100,0.8599999999999999,1.7249999999999996
rolling pin,0.920015,nsbbspws,101,1.265,1.5999999999999996
eye,0.6451378,nsbbspws,102,0.9899999999999999,1.2999999999999998
asparagus,0.98762906,nsbbspws,103,0.9349999999999998,1.9649999999999996
nail,0.5076323,nsbbspws,104,0.7949999999999999,1.2399999999999998
railroad tracks,0.96798575,nsbbspws,105,1.2149999999999999,2.1499999999999995
train,0.9770568,nsbbspws,106,1.1249999999999998,1.7399999999999998
house,1,nsbbspws,107,1.2049999999999998,1.6499999999999997
flower,0.9576334,nsbbspws,108,1.1649999999999998,1.5449999999999997
lightbulb,0.91566384,nsbbspws,109,0.9349999999999998,1.4149999999999998
flag,0.91847235,nsbbspws,110,1.0499999999999998,1.3349999999999997
stethoscope,0.98762906,nsbbspws,111,1.1749999999999998,1.8199999999999996
Knight,0.9802661,nsbbspws,112,0.8099999999999998,1.1349999999999998
sheep,1,nsbbspws,113,1.4799999999999998,1.7449999999999997
sailor,0.9863265,nsbbspws,114,1.0799999999999998,1.265
Queen,0.98762906,nsbbspws,115,0.9749999999999999,1.3899999999999997
witch,0.91145515,nsbbspws,116,1.0099999999999998,1.5249999999999997
neck,0.9782609,nsbbspws,117,0.9799999999999999,1.1649999999999998
closet,0.98762906,nsbbspws,118,1.2299999999999998,1.5699999999999998
lettuce,0.9688,nsbbspws,119,1.8349999999999997,2.005
plate,0.98762906,nsbbspws,120,1.0799999999999998,1.3049999999999997
giraffe,0.98762906,nsbbspws,121,1.1949999999999998,1.4499999999999997
teeth,0.85912716,nsbbspws,122,1.14,1.4649999999999999
unlock door,0.41519470000000003,nsbbspws,123,1.025,1.4749999999999999
peanut,0.98762906,nsbbspws,124,0.98,1.32
tripod,0.98762906,nsbbspws,125,1.5250000000000001,1.99
carousel,0.98762906,nsbbspws,126,1.0199999999999998,1.6599999999999997
key,0.95717835,nsbbspws,127,0.8199999999999998,1.1799999999999997
moose,0.96866715,nsbbspws,128,1.0299999999999998,1.5099999999999998
snake,0.98762906,nsbbspws,129,1.2949999999999997,1.5099999999999998
