transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
tomato,0.98762906,QqHiACAy,88,0.865,1.24
net,0.98762906,QqHiACAy,89,0.885,1.065
box,0.96267754,QqHiACAy,90,1,1.19
flag,0.98762906,QqHiACAy,91,0.9349999999999998,1.2149999999999999
doll,0.9771987,QqHiACAy,92,1.04,1.3800000000000001
panda,0.98762906,QqHiACAy,93,2.2199999999999998,2.6699999999999995
Bridge,0.97151977,QqHiACAy,94,1.1749999999999998,1.6549999999999998
ice cream cone,0.9830394,QqHiACAy,95,1.11,1.965
hanger,0.94901544,QqHiACAy,96,0.78,1.1400000000000001
globe,0.98762906,QqHiACAy,97,0.8499999999999999,1.1449999999999998
bicycle,0.98762906,QqHiACAy,98,0.845,1.37
tiger,0.98762906,QqHiACAy,99,1.1749999999999998,1.5599999999999998
dentist,0.98762906,QqHiACAy,100,1.45,1.6300000000000001
bone,0.96718884,QqHiACAy,101,0.92,1.2750000000000001
zebra,0.98762906,QqHiACAy,102,1.18,1.545
saw,0.9268509,QqHiACAy,103,1.295,1.58
porcupine,0.98762906,QqHiACAy,104,1.24,1.79
pot,0.95000356,QqHiACAy,105,0.895,1.1
bug,0.92593974,QqHiACAy,106,1.155,1.365
microscope,0.98762906,QqHiACAy,107,1.24,1.79
shirt,0.98762906,QqHiACAy,108,1.37,1.67
bride,0.98762906,QqHiACAy,109,1.025,1.3900000000000001
Snowman,0.98762906,QqHiACAy,110,1.105,1.575
belt,0.98762906,QqHiACAy,111,0.8449999999999999,1.0399999999999998
chain,0.98762906,QqHiACAy,112,0.8999999999999999,1.1899999999999997
nose,0.9708557,QqHiACAy,113,0.9,1.26
squirrel,0.98762906,QqHiACAy,114,0.97,1.28
spaghetti,0.98762906,QqHiACAy,115,1.3900000000000001,1.67
tennis racket,0.74029976,QqHiACAy,116,1.4000000000000001,2.1350000000000002
boat,0.98762906,QqHiACAy,117,1.165,1.34
dress,0.98762906,QqHiACAy,118,1.0999999999999999,1.2799999999999998
fly,0.9724005,QqHiACAy,119,0.99,1.365
thumb,0.94923776,QqHiACAy,120,1.005,1.1949999999999998
carrot,0.9709214,QqHiACAy,121,1.19,1.455
ax,0.5846809,QqHiACAy,122,0.9599999999999999,1.1449999999999998
helicopter,0.98762906,QqHiACAy,123,0.9299999999999998,1.6199999999999997
flashlight,1,QqHiACAy,124,1.125,1.74
NA,NA,QqHiACAy,125,1.29,1.55
iron,0.98762906,QqHiACAy,126,1.1300000000000001,1.51
desk,0.98762906,QqHiACAy,127,1.1799999999999997,1.3099999999999998
shower,0.98762906,QqHiACAy,128,1.19,1.58
book,0.9653789,QqHiACAy,129,0.975,1.115
TV,0.5248364,QqHiACAy,130,0.98,1.47
rollerskate,0.96168995,QqHiACAy,131,1.7550000000000001,2.41
Barrel,0.97373825,QqHiACAy,132,0.92,1.31
man,0.9886686,QqHiACAy,133,0.85,1.195
fan,0.9708514,QqHiACAy,134,0.8849999999999999,1.2449999999999999
hat,0.98762906,QqHiACAy,135,0.9500000000000001,1.12
lamp,0.98762906,QqHiACAy,136,1.3549999999999998,1.6349999999999998
tripod,0.98762906,QqHiACAy,137,1.795,2.35
beaver,0.98762906,QqHiACAy,138,1.245,1.455
skateboard,0.98762906,QqHiACAy,139,1.42,1.93
ball,0.97246516,QqHiACAy,140,1.105,1.48
violin,0.98762906,QqHiACAy,141,1.0699999999999998,1.5349999999999997
