transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
pyramid,0.98762906,KaUpiGWZ,138,2.415,2.82
shoulder,0.98762906,KaUpiGWZ,139,1.8800000000000001,2.24
blimp,0.9049325,KaUpiGWZ,140,2.755,2.91
Snowman,0.98762906,KaUpiGWZ,141,1.9749999999999996,2.4849999999999994
typewriter,0.98762906,KaUpiGWZ,142,2.215,2.64
flag,0.98762906,KaUpiGWZ,143,1.97,2.255
pumpkin,0.98762906,KaUpiGWZ,144,1.715,2.105
match stick,0.9132678,KaUpiGWZ,145,2.15,2.285
drill,0.98762906,KaUpiGWZ,146,2.2,2.475
peacock,0.98762906,KaUpiGWZ,147,2.415,2.555
firetruck,0.90703976,KaUpiGWZ,148,3.2599999999999993,3.8049999999999993
toilet,0.98762906,KaUpiGWZ,149,2.32,2.66
spider,1,KaUpiGWZ,150,2.065,2.435
hat,0.9365065,KaUpiGWZ,151,1.7249999999999996,1.8549999999999998
girl,0.91319764,KaUpiGWZ,152,2.3099999999999996,2.5699999999999994
Queen,0.94927776,KaUpiGWZ,153,1.805,2.0300000000000002
binoculars,0.98762906,KaUpiGWZ,154,1.99,2.265
palm tree,1,KaUpiGWZ,155,1.68,2.25
unicycle,0.98762906,KaUpiGWZ,156,1.8999999999999997,2.3649999999999998
eagle,0.98762906,KaUpiGWZ,157,2.0799999999999996,2.4849999999999994
sailor,0.9720516,KaUpiGWZ,158,1.76,2.165
goat,0.9702411,KaUpiGWZ,159,2.025,2.1750000000000003
dinosaur,0.98762906,KaUpiGWZ,160,1.3499999999999999,2.01
woman,0.9381536,KaUpiGWZ,161,1.6349999999999998,1.8899999999999997
rocket,1,KaUpiGWZ,162,1.445,1.605
helicopter,0.98762906,KaUpiGWZ,163,1.6599999999999997,2.07
lightbulb,0.9156083,KaUpiGWZ,164,1.4849999999999999,1.9749999999999996
spaghetti,0.98762906,KaUpiGWZ,165,2.0799999999999996,2.215
cup,0.9621101,KaUpiGWZ,166,1.8199999999999996,1.9299999999999997
rooster,0.94977546,KaUpiGWZ,167,2.005,2.525
volcano,0.98762906,KaUpiGWZ,168,1.7,2.265
wig,0.93363446,KaUpiGWZ,169,2.1699999999999995,2.3349999999999995
stairs,0.98762906,KaUpiGWZ,170,1.435,1.74
crown,0.9503104,KaUpiGWZ,171,1.48,1.76
bee,0.9239609,KaUpiGWZ,172,1.93,2.185
barbecue,0.94297457,KaUpiGWZ,173,1.48,1.68
trashcan,0.48720425,KaUpiGWZ,174,1.6300000000000001,2.15
cloud,0.98762906,KaUpiGWZ,175,1.4149999999999998,1.7049999999999998
nurse,0.98762906,KaUpiGWZ,176,1.0699999999999998,1.3299999999999998
leaf,0.98762906,KaUpiGWZ,177,1.2849999999999997,1.4999999999999998
panda,0.98762906,KaUpiGWZ,178,1.34,1.78
microscope,0.98762906,KaUpiGWZ,179,1.5350000000000001,1.695
table,1,KaUpiGWZ,180,1.5350000000000001,1.72
Bell,1,KaUpiGWZ,181,1.1999999999999997,1.4749999999999999
squirrel,0.98762906,KaUpiGWZ,182,1.2,1.495
lighthouse,0.98762906,KaUpiGWZ,183,2.085,2.47
chair,0.98762906,KaUpiGWZ,184,1.885,2.13
globe,0.9748527,KaUpiGWZ,185,1.2550000000000001,1.5350000000000001
mirror,0.98762906,KaUpiGWZ,186,1.385,1.82
TV,0.5235075,KaUpiGWZ,187,2,2.505
train,0.9773098,KaUpiGWZ,188,3.095,3.35
yoyo,0.9267036,KaUpiGWZ,189,2.34,2.77
zebra,0.98762906,KaUpiGWZ,190,2.215,2.61
couch,0.98762906,KaUpiGWZ,191,2.22,2.61
fence,0.9724595,KaUpiGWZ,192,1.94,2.125
seesaw,0.98762906,KaUpiGWZ,193,1.97,2.505
vacuum,0.98762906,KaUpiGWZ,194,2.02,2.195
lamp,0.98762906,KaUpiGWZ,195,1.82,2.095
track,0.96970266,KaUpiGWZ,196,2.585,2.785
Bridge,0.98762906,KaUpiGWZ,197,2.035,2.23
lightning,0.98762906,KaUpiGWZ,198,1.8149999999999997,1.9999999999999998
knife,0.98762906,KaUpiGWZ,199,1.8,1.98
kangaroo,0.98675483,KaUpiGWZ,200,1.8800000000000001,2.49
tie,0.8957992,KaUpiGWZ,201,2.1599999999999997,2.4649999999999994
cigarette,0.98762906,KaUpiGWZ,202,1.9999999999999998,2.2949999999999995
hose,0.9705573,KaUpiGWZ,203,1.9100000000000001,2.15
paper,0.98762906,KaUpiGWZ,204,1.6699999999999997,2.0549999999999997
shovel,0.9313118,KaUpiGWZ,205,1.79,1.955
stoplight,1,KaUpiGWZ,206,2.9199999999999995,3.3999999999999995
NA,NA,KaUpiGWZ,207,NA,NA
Apple,0.9743076,KaUpiGWZ,208,1.4499999999999997,1.6449999999999998
guitar violin,0.9622817,KaUpiGWZ,209,1.965,3.455
10,0.8908968,KaUpiGWZ,210,1.585,1.87
rolling pin,0.96252036,KaUpiGWZ,211,1.6349999999999998,1.9599999999999997
safe,0.98762906,KaUpiGWZ,212,2.06,2.215
Fork,0.9642111,KaUpiGWZ,213,1.5649999999999997,1.7599999999999998
waffle,0.98762906,KaUpiGWZ,214,1.5499999999999998,1.7199999999999998
nose,0.9708557,KaUpiGWZ,215,1.855,2.165
crackers,0.98762906,KaUpiGWZ,216,1.7799999999999998,1.9299999999999997
moose,0.9686993,KaUpiGWZ,217,1.585,1.745
wheel,0.9616567,KaUpiGWZ,218,1.6300000000000001,1.845
hanger,0.9774024,KaUpiGWZ,219,1.395,1.6600000000000001
fireman,0.98762906,KaUpiGWZ,220,1.93,2.21
chain,0.98762906,KaUpiGWZ,221,1.42,1.6600000000000001
ship,0.9720632,KaUpiGWZ,222,1.9849999999999997,2.0949999999999998
bathtub,0.93217970000000006,KaUpiGWZ,223,2.52,3.015
frog,0.86993545,KaUpiGWZ,224,1.5,1.7750000000000001
button,0.98762906,KaUpiGWZ,225,1.58,1.705
pineapple,0.98762906,KaUpiGWZ,226,1.2550000000000001,1.585
smoke,0.92900455,KaUpiGWZ,227,1.43,1.595
cow,0.93336385,KaUpiGWZ,228,1.625,1.905
page,0.6186798,KaUpiGWZ,229,1.36,1.565
raccoon,0.9608537,KaUpiGWZ,230,1.48,1.985
dragon,0.9686832,KaUpiGWZ,231,1.31,1.53
salt,0.98762906,KaUpiGWZ,232,1.245,1.395
microphone,0.98762906,KaUpiGWZ,233,1.215,1.7650000000000001
banjo,0.98762906,KaUpiGWZ,234,1.285,1.99
gun,0.9700194,KaUpiGWZ,235,1.215,1.4000000000000001
shower,0.98762906,KaUpiGWZ,236,1.21,1.555
cherry,1,KaUpiGWZ,237,1.125,1.37
