transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
carrot,0.98762906,wYQlCqOd,116,0.895,1.23
neck,0.98762906,wYQlCqOd,117,1.295,1.47
fire hydrant,0.9559605,wYQlCqOd,118,1.115,1.82
shirt,0.98762906,wYQlCqOd,119,1.5,1.73
toilet,0.98762906,wYQlCqOd,120,0.96,1.35
drum,0.9737632,wYQlCqOd,121,1.09,1.36
dentist,0.98762906,wYQlCqOd,122,1.045,1.42
sweater,0.98762906,wYQlCqOd,123,0.805,1.125
parachute,0.98762906,wYQlCqOd,124,0.875,1.44
ship,0.9544583,wYQlCqOd,125,2.1350000000000002,2.265
coat hanger,0.98762906,wYQlCqOd,126,1.645,2.22
Rose,0.9692079,wYQlCqOd,127,1.03,1.295
anchor,0.9677539,wYQlCqOd,128,1.275,1.6849999999999998
couch,0.98762906,wYQlCqOd,129,1.23,1.465
birdsnest,0.97478414,wYQlCqOd,130,1.8999999999999997,2.405
gun,0.92101777,wYQlCqOd,131,1.225,1.5350000000000001
knife,0.98762906,wYQlCqOd,132,1.2,1.44
badge,0.951756,wYQlCqOd,133,1.4199999999999997,1.6649999999999998
NA,NA,wYQlCqOd,134,1.07,1.36
trashcan,0.4880647,wYQlCqOd,135,1.4099999999999997,2.0649999999999995
cigarette,0.9754353,wYQlCqOd,136,2.0199999999999996,2.4349999999999996
football,0.97035617,wYQlCqOd,137,2.2249999999999996,2.4599999999999995
necklace,0.98762906,wYQlCqOd,138,1.4949999999999997,1.8949999999999998
flashlight,1,wYQlCqOd,139,1.0150000000000001,1.6400000000000001
whistle,0.98762906,wYQlCqOd,140,1.17,1.55
pear,0.9356715,wYQlCqOd,141,1.1149999999999998,1.3899999999999997
hammer,0.98762906,wYQlCqOd,142,0.9849999999999999,1.3449999999999998
traffic light,0.98762906,wYQlCqOd,143,1.395,2.065
crackers,0.98762906,wYQlCqOd,144,1.12,1.53
backpack,0.98762906,wYQlCqOd,145,0.9299999999999998,1.4149999999999998
pitcher,0.8846595,wYQlCqOd,146,1.26,1.445
octopus,0.98762906,wYQlCqOd,147,1.225,1.81
bottle,0.93906933,wYQlCqOd,148,0.905,1.225
eagle,0.98762906,wYQlCqOd,149,1.095,1.25
ostrich,0.98762906,wYQlCqOd,150,2.445,2.95
stethoscope,0.98762906,wYQlCqOd,151,2.36,3.015
roof,0.78520757,wYQlCqOd,152,1.035,1.225
train,0.97767216,wYQlCqOd,153,1.0899999999999999,1.4149999999999998
slide,0.98762906,wYQlCqOd,154,1.12,1.42
fan,0.95369136,wYQlCqOd,155,1.12,1.415
igloo,0.98762906,wYQlCqOd,156,2.05,2.335
sailboat,0.92425287,wYQlCqOd,157,2.685,3.11
swing,0.9676062,wYQlCqOd,158,1.28,1.585
nail,0.9542365,wYQlCqOd,159,1.025,1.31
Atlas,0.98762906,wYQlCqOd,160,1.6399999999999997,2.03
glass,0.98762906,wYQlCqOd,161,1.225,1.5350000000000001
Mouse,0.97625726,wYQlCqOd,162,1.175,1.41
house,0.98012084,wYQlCqOd,163,1.17,1.425
Fork,1,wYQlCqOd,164,1.1099999999999999,1.3699999999999999
clown,0.98762906,wYQlCqOd,165,1.79,2.1
briefcase,0.98762906,wYQlCqOd,166,1.6699999999999997,2.1899999999999995
faucet,0.9748455,wYQlCqOd,167,1.3,1.73
elk,0.98762906,wYQlCqOd,168,1.74,1.955
net,0.87358814,wYQlCqOd,169,1.3049999999999997,1.4799999999999998
camel,0.9833742,wYQlCqOd,170,1.165,1.545
Church,0.98762906,wYQlCqOd,171,0.905,1.06
hose,0.9705354,wYQlCqOd,172,0.9449999999999998,1.15
present,0.9873626,wYQlCqOd,173,1.36,1.5150000000000001
Queen,0.98762906,wYQlCqOd,174,1.19,1.46
fireman,0.98762906,wYQlCqOd,175,1.29,1.53
tank,0.97717994,wYQlCqOd,176,1.1400000000000001,1.33
teeth,0.97872674,wYQlCqOd,177,1.1400000000000001,1.365
turkey,0.98762906,wYQlCqOd,178,1.48,1.87
