transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
NA,NA,wPdpRZfw,206,0.39,0.555
tie,0.96446127,wPdpRZfw,207,1.26,1.575
whistle,0.98762906,wPdpRZfw,208,1.175,1.555
shovel,0.97099197,wPdpRZfw,209,1.435,1.76
turtle,0.98762906,wPdpRZfw,210,1.345,1.655
safety pin,0.9175389,wPdpRZfw,211,1.31,1.895
fish,1,wPdpRZfw,212,1.135,1.3
tent,0.9764763,wPdpRZfw,213,1.485,1.695
Moon,0.9172932,wPdpRZfw,214,1.45,1.745
witch,0.9135796,wPdpRZfw,215,1.3,1.435
smoke,0.92900455,wPdpRZfw,216,1.71,1.885
tomato,0.98762906,wPdpRZfw,217,1.935,2.31
ring,0.98762906,wPdpRZfw,218,1.34,1.665
ship,0.975938,wPdpRZfw,219,1.5049999999999997,1.6349999999999998
razor,0.9611021,wPdpRZfw,220,1.735,2.145
bicycle,0.98762906,wPdpRZfw,221,1.165,1.305
NA,NA,wPdpRZfw,222,1.385,1.67
flag,0.98762906,wPdpRZfw,223,1.205,1.5050000000000001
truck,0.98762906,wPdpRZfw,224,1.28,1.415
glasses,0.98762906,wPdpRZfw,225,1.005,1.2349999999999999
leaf,0.98762906,wPdpRZfw,226,0.9550000000000001,1.1
spoon,0.98762906,wPdpRZfw,227,1.21,1.43
rope,0.98762906,wPdpRZfw,228,0.985,1.17
dinosaur,0.98762906,wPdpRZfw,229,1.265,1.8749999999999998
cup,0.9694292,wPdpRZfw,230,1.245,1.3800000000000001
pillar,0.98762906,wPdpRZfw,231,1.235,1.485
shoulder,0.98762906,wPdpRZfw,232,1.08,1.455
girl,0.98762906,wPdpRZfw,233,1.32,1.595
medal,0.8090577,wPdpRZfw,234,1.0050000000000001,1.29
hanger,0.97741014,wPdpRZfw,235,1.35,1.68
briefcase,0.98762906,wPdpRZfw,236,1.5099999999999998,1.9549999999999996
pencil,0.9852678,wPdpRZfw,237,1.67,1.79
snail,0.98762906,wPdpRZfw,238,2.12,2.355
eye,0.80826944,wPdpRZfw,239,1.7850000000000001,2.12
cage,0.98762906,wPdpRZfw,240,1.2949999999999997,1.5299999999999998
banjo,0.98390836,wPdpRZfw,241,3.79,4.255
needle,0.98762906,wPdpRZfw,242,1.5250000000000001,1.865
hat,0.98762906,wPdpRZfw,243,0.885,1.1
knee,0.9384803,wPdpRZfw,244,1.72,2.02
teapot,0.93829757,wPdpRZfw,245,1.035,1.44
pillow,0.98762906,wPdpRZfw,246,0.905,1.21
banana,0.98762906,wPdpRZfw,247,0.965,1.405
diaper,0.98762906,wPdpRZfw,248,1.07,1.46
porcupine,0.98762906,wPIgEbkZ,1,NA,NA
stairs,0.98762906,wPIgEbkZ,2,1.235,1.49
football,0.97035617,wPIgEbkZ,3,NA,NA
ring,0.98762906,wPIgEbkZ,4,0.905,1.1500000000000001
Genie,1,wPIgEbkZ,5,1.135,1.495
peanut,0.98762906,wPIgEbkZ,6,1.1799999999999997,1.3899999999999997
camel,0.87001354,wPIgEbkZ,7,0.665,1.25
beetle,0.97879577,wPIgEbkZ,8,2.37,2.485
pumpkin,0.98762906,wPIgEbkZ,9,NA,NA
ant,0.8839075,wPIgEbkZ,10,1.185,1.7550000000000001
bathtub,0.93217970000000006,wPIgEbkZ,11,1.12,1.2550000000000001
jigsaw puzzle,0.98762906,wPIgEbkZ,12,1.3749999999999998,1.4849999999999999
bomb,0.9671172,wPIgEbkZ,13,1.0499999999999998,1.2249999999999999
squirrel,0.98762906,wPIgEbkZ,14,1.2199999999999998,1.4649999999999999
scarf,0.98762906,wPIgEbkZ,15,1.0399999999999998,1.4599999999999997
bonfire,0.98762906,wPIgEbkZ,16,1.73,1.895
handcuffs,0.98762906,wPIgEbkZ,17,1.3149999999999997,2.1799999999999997
rocket,0.9769774,wPIgEbkZ,18,1.0299999999999998,1.1649999999999998
peas,0.938282,wPIgEbkZ,19,1.7049999999999998,2.2399999999999998
arm,1,wPIgEbkZ,20,1.8649999999999998,2.0999999999999996
Moon,0.98762906,wPIgEbkZ,21,1.0699999999999998,1.3899999999999997
mirror,0.98762906,wPIgEbkZ,22,1.745,2.08
fishtank,0.8900045,wPIgEbkZ,23,2.2600000000000002,2.415
horse,0.98762906,wPIgEbkZ,24,1.2849999999999997,1.7999999999999998
brush,0.98762906,wPIgEbkZ,25,1.455,1.9000000000000001
hook,0.98762906,wPIgEbkZ,26,NA,NA
sweater,0.98762906,wPIgEbkZ,27,1.1349999999999998,1.5299999999999998
bride,0.98762906,wPIgEbkZ,28,1.6449999999999998,1.9449999999999996
