transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
chain,0.9443523,HAQX57PZ,206,1.25,1.5250000000000001
porcupine,0.98762906,HAQX57PZ,207,1.1400000000000001,1.2550000000000001
desk,0.98762906,HAQX57PZ,208,2.795,2.955
peacock,0.98762906,HAQX57PZ,209,3.305,3.475
bench,0.98762906,HAQX57PZ,210,1.19,1.35
unicorn,0.98762906,HAQX57PZ,211,1.2650000000000001,1.455
baby,0.98762906,HAQX57PZ,212,1.29,1.49
lettuce,0.98762906,HAQX57PZ,213,2.4,2.52
net,1,HAQX57PZ,214,1.2650000000000001,1.3900000000000001
lamp,0.98762906,HAQX57PZ,215,1.04,1.31
fly,0.91236615,HAQX57PZ,216,1.59,1.925
lock,0.9393246,HAQX57PZ,217,1.685,1.955
rabbit,0.98762906,HAQX57PZ,218,1.185,1.375
pencil,0.98762906,HAQX57PZ,219,2.6550000000000002,2.795
balloons,0.9132494,HAQX57PZ,220,1.335,1.705
big toe,0.9309708,HAQX57PZ,221,2.145,2.35
heart,1,HAQX57PZ,222,1.495,1.6500000000000001
paw,NA,HAQX57PZ,223,1.78,2.05
lighthouse,0.98762906,HAQX57PZ,224,1.86,2.0300000000000002
stethoscope,0.98762906,HAQX57PZ,225,NA,NA
pirate,0.98762906,HAQX57PZ,226,1.565,1.795
jar,0.98762906,HAQX57PZ,227,1.23,1.5150000000000001
Bell,1,HAQX57PZ,228,1.06,1.26
paintbrush,0.98762906,HAQX57PZ,229,1.72,1.845
boat,0.93601376,HAQX57PZ,230,1.715,1.8800000000000001
wing,0.95537114,HAQX57PZ,231,1.1500000000000001,1.355
cup mug,0.98762906,HAQX57PZ,232,1.665,2.94
pool,0.8935869,HAQX57PZ,233,1.38,1.6449999999999998
paper,0.98762906,HAQX57PZ,234,1.175,1.31
gorilla,0.9897771,HAQX57PZ,235,2.0100000000000002,2.275
Fork,0.95519626,HAQX57PZ,236,1.32,1.5050000000000001
badge,0.98762906,HAQX57PZ,237,1.2650000000000001,1.545
eye,0.802881,HAQX57PZ,238,1.125,1.405
carousel,0.98762906,HAQX57PZ,239,2.4250000000000003,2.935
seesaw,0.98762906,HAQX57PZ,240,1.605,1.77
microphone,0.98762906,HAQX57PZ,241,1.1400000000000001,1.685
broom,0.98762906,HAQX57PZ,242,1.32,1.715
moose,0.9686993,HAQX57PZ,243,1.28,1.5
violin,0.98762906,HAQX57PZ,244,1.455,1.94
camera,0.98762906,HAQX57PZ,245,1.78,1.99
cat,1,HAQX57PZ,246,1.19,1.35
tail,1,HAQX57PZ,247,1.5350000000000001,1.865
skeleton,0.98762906,HAQX57PZ,248,1.28,1.495
violin,0.98762906,HJf0Ezl5,1,1.18,1.805
neck,0.9814174,HJf0Ezl5,2,1.145,1.34
pencil,0.98762906,HJf0Ezl5,3,1.045,1.475
sandwich,0.98762906,HJf0Ezl5,4,1.1849999999999998,1.6199999999999997
vacuum cleaner,0.98762906,HJf0Ezl5,5,1.185,2.035
cactus,0.9687408,HJf0Ezl5,6,1.29,1.75
trousers,0.98762906,HJf0Ezl5,7,1.365,1.915
arm,0.9742014,HJf0Ezl5,8,1.285,1.675
sock,0.97741014,HJf0Ezl5,9,1.16,1.415
lighthouse,0.93937385,HJf0Ezl5,10,3.685,4.08
tennis racket,0.7405038,HJf0Ezl5,11,1.37,1.9000000000000001
butterfly,0.9765276,HJf0Ezl5,12,1.045,1.635
unicorn,0.98762906,HJf0Ezl5,13,1.5050000000000001,2.1350000000000002
windmill,0.96313167,HJf0Ezl5,14,1.1500000000000001,1.6400000000000001
drawer,0.9791775,HJf0Ezl5,15,1.465,1.855
Pig,0.98762906,HJf0Ezl5,16,1.41,1.6600000000000001
pen,0.97566396,HJf0Ezl5,17,1.425,1.745
fish,0.9564391,HJf0Ezl5,18,1.105,1.325
piggy banks,0.89722836,HJf0Ezl5,19,1.27,1.79
sink,0.9603057,HJf0Ezl5,20,2.055,2.2600000000000002
waffle,0.98762906,HJf0Ezl5,21,1.6400000000000001,2.15
nest,0.98762906,HJf0Ezl5,22,1.82,2.145
bra,0.9761121,HJf0Ezl5,23,1.43,1.915
Bumblebee,0.9731702,HJf0Ezl5,24,1.375,1.97
Fox,0.9728637,HJf0Ezl5,25,1.815,2.09
paper bag,0.981177,HJf0Ezl5,26,1.57,1.8900000000000001
feather,0.930172,HJf0Ezl5,27,1.19,1.575
Queen,0.98762906,HJf0Ezl5,28,1.325,1.7550000000000001
City,0.73547655,HJf0Ezl5,29,1.58,1.895
trumpet,0.98762906,HJf0Ezl5,30,1.235,1.625
crown,0.97691375,HJf0Ezl5,31,1.305,1.73
finger,0.98762906,HJf0Ezl5,32,1.065,1.495
snail,0.98762906,HJf0Ezl5,33,1.3900000000000001,1.84
leg,0.78474534,HJf0Ezl5,34,1.46,1.9100000000000001
rhinoceros,0.98762906,HJf0Ezl5,35,1.895,2.725
window,0.9474806,HJf0Ezl5,36,1.34,1.905
panda,0.98762906,HJf0Ezl5,37,1.2650000000000001,1.79
magnet,0.98762906,HJf0Ezl5,38,1.495,2.045
glove,0.98762906,HJf0Ezl5,39,1.25,1.715
saxophone,0.98762906,HJf0Ezl5,40,1.46,2.165
dolphin,0.98762906,HJf0Ezl5,41,1.69,2.235
sword,0.98762906,HJf0Ezl5,42,1.335,1.685
teeter totter,0.98762906,HJf0Ezl5,43,1.315,2.085
hanger,0.9774024,HJf0Ezl5,44,1.31,1.82
knife,0.98762906,HJf0Ezl5,45,1.135,1.51
leaf,0.98762906,HJf0Ezl5,46,1.11,1.375
backpack,0.98762906,HJf0Ezl5,47,1.21,1.805
Pizza,0.98762906,HJf0Ezl5,48,2,2.465
fishtank,0.6260909,HJf0Ezl5,49,1.2550000000000001,1.84
Moon,0.98762906,HJf0Ezl5,50,1.44,1.9000000000000001
spaghetti,0.98762906,HJf0Ezl5,51,1.34,1.9100000000000001
scissors,0.98762906,HJf0Ezl5,52,1.1400000000000001,1.56
stork pelican,0.9720868,HJf0Ezl5,53,1.61,2.98
rooster,0.98762906,HJf0Ezl5,54,1.125,1.805
truck,0.98762906,HJf0Ezl5,55,1.2750000000000001,1.54
glasses,0.98762906,HJf0Ezl5,56,1.1,1.6500000000000001
camera,0.98762906,HJf0Ezl5,57,1.155,1.62
