transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
toothbrush,0.98762906,iKPA373P,17,1.1349999999999998,1.6949999999999998
window,0.9735136,iKPA373P,18,1.6499999999999997,2.235
cross,0.97272277,iKPA373P,19,1.0999999999999999,1.4299999999999997
clown,0.98762906,iKPA373P,20,1.9649999999999996,2.3249999999999997
kite,0.98762906,iKPA373P,21,1.0199999999999998,1.2799999999999998
bomb,1,iKPA373P,22,1.1799999999999997,1.4999999999999998
pitcher,0.8662371,iKPA373P,23,2.0199999999999996,2.1499999999999995
present,0.98357207,iKPA373P,24,1.4449999999999998,1.6149999999999998
skeleton,0.97668403,iKPA373P,25,1.2449999999999999,1.5099999999999998
football,0.97035617,iKPA373P,26,2.3349999999999995,2.5699999999999994
broom,0.98762906,iKPA373P,27,1.265,1.7099999999999997
bra,0.98762906,iKPA373P,28,1.7049999999999998,2.0599999999999996
beard,0.98762906,iKPA373P,29,1.8199999999999996,2.0449999999999995
nail,0.9741435,iKPA373P,30,1.1899999999999997,1.5399999999999998
Paperclip,0.98762906,iKPA373P,31,1.8199999999999996,1.9499999999999997
tail,0.9215278,iKPA373P,32,1.3349999999999997,1.6649999999999998
spider,1,iKPA373P,33,1.9449999999999996,2.3349999999999995
rhinoceros,0.98762906,iKPA373P,34,1.2599999999999998,1.9799999999999998
fly,0.9687083,iKPA373P,35,2.0799999999999996,2.4999999999999996
firetruck,0.90704036,iKPA373P,36,1.4599999999999997,2.1449999999999996
cake,0.98762906,iKPA373P,37,1.57,1.78
rope,0.98762906,iKPA373P,38,1.5299999999999998,1.7649999999999997
dinosaur,0.98762906,iKPA373P,39,1.6249999999999998,2.2949999999999995
mirror,0.98762906,iKPA373P,40,1.4249999999999998,1.8349999999999997
plane,0.9244584,iKPA373P,41,1.4049999999999998,1.8249999999999997
porcupine,0.98762906,iKPA373P,42,1.2499999999999998,2.0799999999999996
tiger,1,iKPA373P,43,1.6099999999999997,2.0599999999999996
leg,0.78505963,iKPA373P,44,1.5549999999999997,1.8199999999999996
horse,0.98762906,iKPA373P,45,1.1749999999999998,1.4299999999999997
ladder,0.98762906,iKPA373P,46,1.7499999999999998,2.2099999999999995
bathtub,0.932174,iKPA373P,47,1.4399999999999997,2.0849999999999995
Bowl,0.9408839,iKPA373P,48,1.4749999999999999,1.8649999999999998
truck,0.98762906,iKPA373P,49,1.51,1.715
drill,0.98762906,iKPA373P,50,1.7899999999999998,2.1149999999999998
ice cream cone,0.98582095,iKPA373P,51,1.3900000000000001,2.29
keys,0.56679064,iKPA373P,52,1.5549999999999997,1.8999999999999997
scale,0.98762906,iKPA373P,53,1.42,1.795
butterfly,0.98762906,iKPA373P,54,2.155,2.8149999999999995
hammer,0.98762906,iKPA373P,55,1.7249999999999996,2.0949999999999998
