transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
wardrobe,0.98762906,MgYd6Qui,10,1.605,3.4250000000000003
chest,0.98762906,MgYd6Qui,11,1.12,1.37
porcupine,0.98762906,MgYd6Qui,12,1.025,1.665
map,0.95950466,MgYd6Qui,13,1.08,1.355
toaster,0.98762906,MgYd6Qui,14,1.1300000000000001,1.545
witch,0.9135527,MgYd6Qui,15,1.06,1.21
teapot,0.9382896,MgYd6Qui,16,1.815,1.99
bomb,0.95064324,MgYd6Qui,17,1.8899999999999997,2.2099999999999995
jar,0.88569057,MgYd6Qui,18,1.395,1.725
Lobster,0.98762906,MgYd6Qui,19,1.305,1.835
sailor,1,MgYd6Qui,20,1.6300000000000001,1.975
bra,0.98762906,MgYd6Qui,21,1.0699999999999998,1.3699999999999999
envelope,0.98762906,MgYd6Qui,22,0.975,1.46
tiger,0.98762906,MgYd6Qui,23,1.1149999999999998,1.5049999999999997
drawer,0.9329714,MgYd6Qui,24,1.105,1.385
swingset,0.88791734,MgYd6Qui,25,1.305,1.7850000000000001
pants,0.98762906,MgYd6Qui,26,1.15,1.38
NA,NA,MgYd6Qui,27,1.125,1.27
Barrel,0.9390368,MgYd6Qui,28,0.895,1.28
lion,0.9571995,MgYd6Qui,29,1.5050000000000001,1.93
salt shaker,0.96498454,MgYd6Qui,30,2.41,2.575
handcuffs,0.9692607,MgYd6Qui,31,1.1500000000000001,1.5350000000000001
wig,0.98762906,MgYd6Qui,32,0.97,3.66
Volvo,0.6439575,MgYd6Qui,33,0,2.835
hammer,0.98762906,MgYd6Qui,34,1.23,1.61
NA,NA,MgYd6Qui,35,1.05,1.195
microphone,0.98762906,MgYd6Qui,36,1.21,1.81
NA,NA,MgYd6Qui,37,0.89,1.06
bug,0.96114266,MgYd6Qui,38,0.905,1.1300000000000001
curtains,0.98762906,MgYd6Qui,39,0.915,1.225
corn,0.95083994,MgYd6Qui,40,1.375,1.68
volcano,0.98762906,MgYd6Qui,41,1.43,1.955
camel,0.98762906,MgYd6Qui,42,0.86,1.215
shoe,0.9620112,MgYd6Qui,43,1.2750000000000001,1.48
kangaroo,0.98674035,MgYd6Qui,44,1.3349999999999997,1.8199999999999996
glove,0.9728542,MgYd6Qui,45,1.7750000000000001,2.04
rockingchair,0.9537539,MgYd6Qui,46,1.215,1.97
saw,0.9448678,MgYd6Qui,47,1.26,1.51
jumprope,0.97478414,MgYd6Qui,48,1.115,1.49
ruler,0.98762906,MgYd6Qui,49,0.935,1.225
cloud,0.98762906,MgYd6Qui,50,0.875,1.155
vest,1,MgYd6Qui,51,2.39,2.575
Road,0.98762906,MgYd6Qui,52,1.045,1.33
drum,0.89326334,MgYd6Qui,53,0.835,1.1300000000000001
tripod,0.98762906,MgYd6Qui,54,1.145,1.605
Apple,0.9434044,MgYd6Qui,55,3.365,3.72
seal,0.9534858,MgYd6Qui,56,1.0199999999999998,1.3099999999999998
turtle,0.98762906,MgYd6Qui,57,1.1,1.365
blimp,0.98468655,MgYd6Qui,58,1.195,1.385
Bridge,0.98762906,MgYd6Qui,59,1.6400000000000001,1.85
tub,0.98762906,MgYd6Qui,60,1.28,1.485
pillar,0.971436,MgYd6Qui,61,0.9500000000000001,1.235
cherry,0.9635179,MgYd6Qui,62,1.46,1.75
NA,NA,MgYd6Qui,63,1.24,1.54
leaf,0.9533887,MgYd6Qui,64,1.67,1.865
trophy,0.98762906,MgYd6Qui,65,1.645,2.055
horse,0.98762906,MgYd6Qui,66,1.09,1.305
feather,0.98762906,MgYd6Qui,67,1.385,1.74
oven,0.98762906,MgYd6Qui,68,1.155,1.58
NA,NA,MgYd6Qui,69,1.345,1.5
shark,0.98762906,MgYd6Qui,70,1.135,1.36
glass,0.98762906,MgYd6Qui,71,1.06,1.37
saxophone,0.98762906,MgYd6Qui,72,2.205,2.835
spaghetti,0.98762906,MgYd6Qui,73,1.495,1.78
television,0.98762906,MgYd6Qui,74,1.175,1.665
lipstick,0.9735044,MgYd6Qui,75,1.1400000000000001,1.28
lightbulb,0.91566277,MgYd6Qui,76,0.9450000000000001,1.43
dime,0.98762906,MgYd6Qui,77,1.18,1.62
football,1,MgYd6Qui,78,1.1300000000000001,1.345
belt,1,MgYd6Qui,79,1.2650000000000001,1.475
woman,NA,MgYd6Qui,80,0.915,1.26
fish,0.91909754,MgYd6Qui,81,2.775,3.115
Tire,0.9892118,MgYd6Qui,82,2.3000000000000003,2.64
microscope,0.98762906,MgYd6Qui,83,1.35,1.985
lizard,0.96586424,MgYd6Qui,84,2.02,2.35
NA,NA,MgYd6Qui,85,1.49,1.68
paintbrush,0.91405886,MgYd6Qui,86,1.49,1.895
piano,0.98762906,MgYd6Qui,87,1.415,1.8
bear,0.930767,MgYd6Qui,88,1.365,1.68
Pig,0.98762906,MgYd6Qui,89,1.06,1.285
binoculars,0.98762906,MgYd6Qui,90,1.195,1.805
Pizza,0.98762906,MgYd6Qui,91,1.32,1.445
canoe,0.98762906,MgYd6Qui,92,1.1,1.395
Bell,0.9451319,MgYd6Qui,93,1.195,1.52
foot,NA,MgYd6Qui,94,1.53,1.665
ice cream,1,MgYd6Qui,95,0.87,1.405
watch,0.98762906,MgYd6Qui,96,2.2600000000000002,2.47
girl,0.98762906,MgYd6Qui,97,1.73,2.05
doll,0.9771987,MgYd6Qui,98,1.295,1.665
refrigerator,0.98762906,MgYd6Qui,99,2.605,2.81
backpack,0.95703995,MgYd6Qui,100,1.09,1.58
rollerskate,0.96193284,MgYd6Qui,101,0.845,1.3800000000000001
safe,0.98762906,MgYd6Qui,102,1.36,1.5350000000000001
balloon,0.98762906,MgYd6Qui,103,0.865,1.315
iron,0.98762906,MgYd6Qui,104,0.885,1.27
sandwich,0.98762906,MgYd6Qui,105,0.985,1.36
bottle,0.98762906,MgYd6Qui,106,1.22,1.54
City,0.98475057,MgYd6Qui,107,NA,NA
truck,0.98762906,MgYd6Qui,108,0.9450000000000001,1.145
hook,0.96502453,MgYd6Qui,109,1.23,1.36
