transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
frog,0.98762906,nww9eCi7,172,1.3599999999999999,1.7749999999999997
squirrel,0.98762906,nww9eCi7,173,1.92,2.41
lightning,0.98762906,nww9eCi7,174,1.455,2.1350000000000002
rope,0.98762906,nww9eCi7,175,1.385,1.665
bottle,0.78917557,nww9eCi7,176,2,2.575
pyramid,0.98762906,nww9eCi7,177,1.565,2.14
rabbit,0.98762906,nww9eCi7,178,1.175,1.59
giraffe,0.98762906,nww9eCi7,179,1.2750000000000001,1.725
tomato,0.98762906,nww9eCi7,180,1.115,1.78
eagle,0.98762906,nww9eCi7,181,1.5349999999999997,2.07
scale,0.98762906,nww9eCi7,182,1.5399999999999998,1.9699999999999998
Road,0.98762906,nww9eCi7,183,1.205,1.685
seal,0.97325844,nww9eCi7,184,1.5050000000000001,1.93
eye,0.80795884,nww9eCi7,185,2.11,2.595
statue,0.98762906,nww9eCi7,186,1.885,2.605
Cannon,0.97337055,nww9eCi7,187,1.58,2.095
volcano,0.98762906,nww9eCi7,188,1.55,2.435
harp,0.9724341,nww9eCi7,189,1.56,1.8
binoculars,0.98762906,nww9eCi7,190,1.82,2.705
lighthouse,0.98762906,nww9eCi7,191,1.31,1.99
fence,0.8100595,nww9eCi7,192,1.2,1.5
kangaroo,0.98674756,nww9eCi7,193,1.2299999999999998,2.1449999999999996
sure,0.47967786,nww9eCi7,194,1.72,2.02
shell,0.9692427,nww9eCi7,195,2.185,2.605
shoe,0.96082026,nww9eCi7,196,1.1049999999999998,1.5599999999999998
cake,0.9716547,nww9eCi7,197,1.405,1.59
net,0.9402739,nww9eCi7,198,1.36,1.605
stove,0.98762906,nww9eCi7,199,1.41,1.87
stethoscope,0.98762906,nww9eCi7,200,1.745,2.47
bathtub,0.9321684,nww9eCi7,201,1.425,2.34
train,0.9770568,nww9eCi7,202,1.38,1.7549999999999997
badge,0.98762906,nww9eCi7,203,1.41,1.81
horse,0.98762906,nww9eCi7,204,1.415,1.675
balloon,0.98389083,nww9eCi7,205,1.11,1.67
fly,1,nww9eCi7,206,1.845,2.315
kite,0.98762906,nww9eCi7,207,1.2,1.3900000000000001
necklace,0.98762906,nww9eCi7,208,1.25,1.72
book,0.93217826,nww9eCi7,209,1.03,1.225
dolphin,0.977183,nww9eCi7,210,1.2249999999999999,1.9049999999999998
rocket,0.9769694,nww9eCi7,211,1.825,2.3000000000000003
slide,0.9836256,nww9eCi7,212,1.675,2.105
hose,1,nww9eCi7,213,1.335,1.7550000000000001
