transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
Fork,0.984195,8g38eTue,118,1.0050000000000001,1.195
banjo,0.97581285,8g38eTue,119,2.74,3.1550000000000002
knife,0.98762906,8g38eTue,120,1.215,1.42
flag,0.98762906,8g38eTue,121,1.0150000000000001,1.27
Doug,0.5557876,8g38eTue,122,1.1300000000000001,1.375
kid,NA,8g38eTue,123,1.425,1.56
I will,0.9392888,8g38eTue,124,1.07,1.375
ax,0.5843834,8g38eTue,127,1.51,1.73
pineapple,0.98762906,8g38eTue,128,1.085,1.4000000000000001
cloud,0.98762906,8g38eTue,129,1.5050000000000001,1.7650000000000001
fly,0.9446253,8g38eTue,130,2.335,2.62
column,0.84961224,8g38eTue,131,1.49,1.81
possum,0.96649134,8g38eTue,132,2.1,2.445
turtle,0.98762906,8g38eTue,133,1.315,1.585
ball,0.5575557,8g38eTue,134,1.155,1.415
vacuum,0.96972173,8g38eTue,135,1.23,1.41
plants,0.30598202,8g38eTue,136,2.185,2.45
helicopter,0.98762906,8g38eTue,137,1.03,1.2650000000000001
finger,0.98762906,8g38eTue,138,1.185,1.475
scale,0.98762906,8g38eTue,139,1.49,1.7750000000000001
neck,0.9392207,8g38eTue,140,1.05,1.24
pan,0.88017786,8g38eTue,141,1.77,2.08
NA,NA,8g38eTue,142,0.9500000000000001,1.32
mailbox,0.9453539,8g38eTue,143,1.245,1.52
rabbit,0.98762906,8g38eTue,144,1.395,1.6600000000000001
bomb,0.791738,8g38eTue,145,1.095,1.33
drawer desk,0.93654644,8g38eTue,146,1.745,2.075
button,0.94734937,8g38eTue,147,1.745,1.865
Connect Four,0.82939696,8g38eTue,148,2.0300000000000002,2.265
map,0.936987,8g38eTue,149,1.06,1.2650000000000001
airplane,0.96555257,8g38eTue,150,0.995,1.455
Grill,0.9254146,8g38eTue,151,1.2,1.485
pencil,0.9797613,8g38eTue,152,0.995,1.16
hand,0.9143124,8g38eTue,153,1.12,1.385
Barrel,0.9433828,8g38eTue,154,1.025,1.315
arm,0.9621276,8g38eTue,155,1.5050000000000001,1.7550000000000001
NA,NA,8g38eTue,156,NA,NA
sailor,0.9715815,8g38eTue,157,1.26,1.5250000000000001
leg,0.98762906,8g38eTue,158,1.425,1.8
sink,0.9603057,8g38eTue,159,1.48,1.665
Lisa arndt,0.3865382,8g38eTue,160,1.895,2.0100000000000002
cow,0.9273968,8g38eTue,161,1.33,1.58
Pig,0.9445207,8g38eTue,162,0.925,1.065
tub,0.9320871,8g38eTue,163,2.145,2.33
eagle,0.98762906,8g38eTue,164,1.135,1.46
guitar,0.98762906,8g38eTue,165,1.415,1.655
reach,0.8922197,8g38eTue,166,1.12,1.295
cheese,0.8104178,8g38eTue,167,0.895,1.07
panda,0.98762906,8g38eTue,168,1.49,1.81
suitcase,0.98762906,8g38eTue,169,NA,NA
snail,0.98762906,8g38eTue,170,1.54,1.815
lamp,0.9488104,8g38eTue,171,1.065,1.315
unicorn,0.98762906,8g38eTue,172,1.445,1.6300000000000001
gorilla,0.8952345,8g38eTue,173,0.935,1.295
drums,0.98762906,8g38eTue,174,1.83,2.085
worm,0.9743161,8g38eTue,175,1.8,2.095
carrot,0.95938903,8g38eTue,176,1.2550000000000001,1.46
pumpkin,0.98762906,8g38eTue,177,0.96,1.115
box,0.59182763,8g38eTue,178,2.06,2.285
glove,1,8g38eTue,179,1.465,1.78
llama,0.93443596,8g38eTue,180,0.975,1.305
kite,0.98762906,8g38eTue,181,1.01,1.29
drill,0.9751754,8g38eTue,182,2.43,2.71
desk,0.9681716,8g38eTue,183,2.235,2.41
turkey,0.98675483,8g38eTue,184,1.815,2.205
razor,0.7857826,8g38eTue,185,2.975,3.37
umbrella,0.98762906,8g38eTue,186,1.715,1.97
trumpet,0.98762906,8g38eTue,187,1.405,1.58
carpet,0.98762906,8g38eTue,188,1.41,1.575
Jojo,0.79359615,8g38eTue,189,1.51,1.94
bus,0.9749495,8g38eTue,190,0.9,1.07
Road,0.98762906,8g38eTue,191,0.975,1.22
NA,NA,8g38eTue,192,1.185,1.3800000000000001
