transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
banana,0.98762906,prNqzgoi,180,0.855,1.26
Apple,0.9742943,prNqzgoi,181,0.93,1.04
cat,0.9653913,prNqzgoi,182,0.855,1.02
chain,0.98762906,prNqzgoi,183,1.305,1.625
turtle,0.98762906,prNqzgoi,184,1.0050000000000001,1.2550000000000001
fish,1,prNqzgoi,185,NA,NA
baby,0.9499572,prNqzgoi,186,0.935,1.045
Bridge,0.98762906,prNqzgoi,187,1.09,1.24
robot,0.98762906,prNqzgoi,188,0.8649999999999999,1.0099999999999998
crackers,0.98762906,prNqzgoi,189,NA,NA
bug,0.9880671,prNqzgoi,190,0.84,1
pumpkin,0.98762906,prNqzgoi,191,NA,NA
skateboard,0.98762906,prNqzgoi,192,1.18,1.35
flag,0.98762906,prNqzgoi,193,0.89,1.1400000000000001
fire hydrant,0.95675576,prNqzgoi,194,0.835,1.21
nail,0.78994524,prNqzgoi,195,0.93,1.22
fan,0.98762906,prNqzgoi,196,1.17,1.4599999999999997
hand,0.9718711,prNqzgoi,197,0.925,1.205
fountain,0.98762906,prNqzgoi,198,1.1149999999999998,1.255
dress,0.9790129,prNqzgoi,199,1.22,1.405
beaver,0.98762906,prNqzgoi,200,0.795,1.07
Mountain,0.98762906,prNqzgoi,201,1.035,1.1500000000000001
skeleton,0.98762906,prNqzgoi,202,0.97,1.1300000000000001
snail,0.96810037,prNqzgoi,203,1.195,1.435
Church,0.98762906,prNqzgoi,204,0.8250000000000001,0.935
football,0.9704018,prNqzgoi,205,1.14,1.2899999999999998
button,0.98762906,prNqzgoi,206,1.02,1.12
washer machine,0.8916396,prNqzgoi,207,1.365,2.0100000000000002
clown,0.98762906,prNqzgoi,208,2.38,2.58
peanut,0.98762906,prNqzgoi,209,1.335,1.49
waffle,0.98762906,prNqzgoi,210,1.065,1.18
doll,1,prNqzgoi,211,1.11,1.35
stoplight,1,prNqzgoi,212,1.125,1.5150000000000001
toe,0.95563537,prNqzgoi,213,1.05,1.27
bag,0.9764185,prNqzgoi,214,0.8150000000000001,1.07
shovel,0.98762906,prNqzgoi,215,1.03,1.16
wing,0.9709812,prNqzgoi,216,0.9249999999999998,1.1999999999999997
dragon,0.98762906,prNqzgoi,217,0.9799999999999999,1.16
corn,0.95083994,prNqzgoi,218,0.925,1.22
crab,0.98762906,prNqzgoi,219,0.905,1.11
Genie,0.96349704,prNqzgoi,220,0.9499999999999998,1.2249999999999999
nose,0.9708636,prNqzgoi,221,0.8200000000000001,1.165
globe,0.96104246,prNqzgoi,222,0.86,1.11
light bulb,0.91873556,prNqzgoi,223,0.745,1.1400000000000001
blimp,0.98762906,prNqzgoi,224,0.8300000000000001,0.98
deer,0.9399604,prNqzgoi,225,0.85,1.08
rolling pin,0.93733525,prNqzgoi,226,0.76,1.305
tiger,0.98762906,prNqzgoi,227,0.78,1.1
Paperclip,0.98762906,prNqzgoi,228,NA,NA
man,0.9886505,prNqzgoi,229,1.155,1.42
statue,0.98762906,prNqzgoi,230,1.165,1.55
jar,1,prNqzgoi,231,0.79,1.055
scarf,0.98762906,prNqzgoi,232,0.895,1.07
rain,0.9571788,prNqzgoi,233,1.05,1.32
belt,0.98762906,prNqzgoi,234,0.885,1.05
