transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
needle,0.98762906,wYQlCqOd,216,0.835,1.1500000000000001
volcano,0.98762906,wYQlCqOd,217,0.98,1.51
flower,1,wYQlCqOd,218,1.18,1.5250000000000001
Lobster,0.98762906,wYQlCqOd,219,1.34,1.81
lightbulb,0.9166958,wYQlCqOd,220,1.225,1.645
ladybug,0.98762906,wYQlCqOd,221,1.185,1.685
giraffe,0.98762906,wYQlCqOd,222,1.065,1.435
waiter,0.98762906,wYQlCqOd,223,1.2,1.54
bride,0.9665809,wYQlCqOd,224,0.915,1.175
rolling pin,0.92599225,wYQlCqOd,225,1.53,2.085
Bowl,0.96756876,wYQlCqOd,226,1.3099999999999998,1.6149999999999998
microscope,0.98762906,wYQlCqOd,227,1.065,1.645
iron,0.98762906,wYQlCqOd,228,0.9399999999999998,1.2249999999999999
goat,0.98762906,wYQlCqOd,229,0.9349999999999998,1.0949999999999998
panda,0.98762906,wYQlCqOd,230,0.9500000000000001,1.33
cake,0.98762906,wYQlCqOd,231,1.3249999999999997,1.4999999999999998
dog,0.9666301,wYQlCqOd,232,1.1249999999999998,1.38
pelican,0.98762906,wYQlCqOd,233,1.08,1.2750000000000001
ax,0.582635,wYQlCqOd,234,1.145,1.345
peanut,0.98762906,wYQlCqOd,235,0.8449999999999999,1.17
pirate,0.9629856,wYQlCqOd,236,1.01,1.31
jar,0.98762906,wYQlCqOd,237,0.88,1.165
cherry,0.98636055,wYQlCqOd,238,1.0150000000000001,1.33
lion,0.9580424,wYQlCqOd,239,0.9299999999999998,1.2849999999999997
stove,0.98762906,wYQlCqOd,240,1.595,1.8900000000000001
Genie,0.9582728,wYQlCqOd,241,0.975,1.285
match,0.98762906,wYQlCqOd,242,0.91,1.135
pillow,0.98762906,wYQlCqOd,243,0.8649999999999999,1.1999999999999997
nurse,0.98762906,wYQlCqOd,244,0.89,1.125
pyramid,0.98762906,wYQlCqOd,245,1.0050000000000001,1.425
eye,0.4661699,wYQlCqOd,246,0.835,1.195
Bridge,0.98762906,wYQlCqOd,247,1.0150000000000001,1.215
cage,0.98762906,wYQlCqOd,248,0.96,1.195
hydrant,0.98762906,x67ngYut,1,1.45,1.57
jumprope,0.974791,x67ngYut,2,1.36,1.825
Fox,0.9696283,x67ngYut,3,1.37,1.855
leg,0.98762906,x67ngYut,4,0.925,1.35
City,0.9847435,x67ngYut,5,1.8449999999999998,1.9549999999999996
