transcript,confidence,Sub_Code,Trial,preciseStartTime,preciseEndTime
cactus,0.9495591,ELYtEYBn,48,1.17,1.705
barbecue grill,0.9667548,ELYtEYBn,49,1.375,2.345
pyramid,0.98762906,ELYtEYBn,50,1.475,1.78
fish,1,ELYtEYBn,51,1.125,1.375
lamp,0.98762906,ELYtEYBn,52,1.075,1.495
tent,0.9765276,ELYtEYBn,53,1.165,1.44
Mouse,0.98762906,ELYtEYBn,54,1.1049999999999998,1.4499999999999997
soup,0.98762906,ELYtEYBn,55,1.96,2.1550000000000002
desk,0.98762906,ELYtEYBn,56,1.205,1.475
hippo,0.98762906,ELYtEYBn,57,1.635,1.93
broom,0.98762906,ELYtEYBn,58,1.185,1.685
ring,0.98762906,ELYtEYBn,59,1.195,1.7850000000000001
gun,0.9700809,ELYtEYBn,60,1.185,1.7650000000000001
trashcan,0.48606434,ELYtEYBn,61,1.17,1.9000000000000001
Genie,1,ELYtEYBn,62,1.325,1.5050000000000001
telescope,0.98762906,ELYtEYBn,63,1.22,1.9100000000000001
unicycle,0.98762906,ELYtEYBn,64,1.025,1.6400000000000001
bomb,0.96710056,ELYtEYBn,65,1.235,1.67
sled,0.98762906,ELYtEYBn,66,1.9100000000000001,2.305
doll,0.97719085000000006,ELYtEYBn,67,1.5350000000000001,2.0300000000000002
pen,0.94586957,ELYtEYBn,68,1.06,1.48
bricks,0.9710997,ELYtEYBn,69,1.12,1.35
skeleton,0.98762906,ELYtEYBn,70,1.06,1.36
cross,0.9727302,ELYtEYBn,71,1.085,1.405
rollerskate,0.96186674,ELYtEYBn,72,1.285,2
Apple,0.9743076,ELYtEYBn,73,1.045,1.5250000000000001
ear,0.98232037,ELYtEYBn,74,1.055,1.52
goat,0.98762906,ELYtEYBn,75,1.135,1.44
rocket,0.9892525,ELYtEYBn,76,1.035,1.6
dress,0.98762906,ELYtEYBn,77,1.055,1.37
cigarette,0.98762906,ELYtEYBn,78,1.395,1.8900000000000001
Soldier,0.98762906,ELYtEYBn,79,1.2,1.49
wheel,0.96432,ELYtEYBn,80,1.74,2.1750000000000003
Vaz,0.7941927,ELYtEYBn,81,1.41,1.84
hand,0.98762906,ELYtEYBn,82,1.025,1.565
chair,0.98707885,ELYtEYBn,83,1.025,1.5
shoe,0.9617967,ELYtEYBn,84,1.02,1.325
button,0.98762906,ELYtEYBn,85,2.095,2.6
saw,0.97591835,ELYtEYBn,86,1.115,1.465
stethoscope,0.98762906,ELYtEYBn,87,1.185,1.325
medal,0.92414016,ELYtEYBn,88,1.455,1.84
strawberry,0.98762906,ELYtEYBn,89,1.19,1.96
fly,0.95883375,ELYtEYBn,90,1.315,1.85
TV,0.5227897,ELYtEYBn,91,1.29,1.965
parrot,0.98762906,ELYtEYBn,92,1.835,2.195
iron,0.98762906,ELYtEYBn,93,1.24,1.845
corn,0.959646,ELYtEYBn,94,1.21,1.6600000000000001
pillar,0.98762906,ELYtEYBn,95,1.2550000000000001,1.7650000000000001
nail,0.9239448,ELYtEYBn,96,1.1,1.625
raccoon,0.9607939,ELYtEYBn,97,1.12,1.905
chicken,0.98762906,ELYtEYBn,98,1.1500000000000001,1.5150000000000001
net,0.9523969,ELYtEYBn,99,0.9550000000000001,1.27
safety pin,0.8842815,ELYtEYBn,100,1.205,1.415
railroad tracks,0.9693277,ELYtEYBn,101,1.295,2.335
scarf,0.98762906,ELYtEYBn,102,1.355,1.715
tie,0.9662333,ELYtEYBn,103,1.16,1.565
spider,1,ELYtEYBn,104,1.495,1.975
balloon,0.98762906,ELYtEYBn,105,1.025,1.6
telephone,0.98762906,ELYtEYBn,106,1.16,1.8
violin,0.98762906,ELYtEYBn,107,1.1,2
bug,0.98762906,ELYtEYBn,108,1.465,1.795
washer,0.9781088,ELYtEYBn,109,2.05,2.715
clown,0.98762906,ELYtEYBn,110,1.48,2.035
Pig,0.98762906,ELYtEYBn,111,1.31,1.58
unicorn,0.98762906,ELYtEYBn,112,1.29,1.5350000000000001
igloo,0.98762906,ELYtEYBn,113,1.165,1.81
fire hydrant,0.9938145,ELYtEYBn,114,1.4000000000000001,2.37
Pizza,0.98762906,ELYtEYBn,115,1.24,1.745
train,0.9770568,ELYtEYBn,116,1.2750000000000001,1.79
drill,0.98762906,ELYtEYBn,117,1.6500000000000001,2.05
sandwich,0.98762906,ELYtEYBn,118,1.22,1.835
scissors,0.98762906,ELYtEYBn,119,1.24,1.73
Rose,0.96881855,ELYtEYBn,120,1.06,1.78
plate,0.98762906,ELYtEYBn,121,1.25,1.545
hat,0.98762906,ELYtEYBn,122,1.08,1.395
chain,0.8933108,ELYtEYBn,123,1.155,1.7
Bowl,0.9729797,ELYtEYBn,124,1.155,1.735
tomato,0.98762906,ELYtEYBn,125,1.375,1.935
football,0.97035617,ELYtEYBn,126,1.1400000000000001,1.685
cow,0.8386022,ELYtEYBn,127,1.055,1.67
octopus,0.98762906,ELYtEYBn,128,1.095,1.82
pan,0.98762906,ELYtEYBn,129,1.22,1.735
sheep,0.98762906,ELYtEYBn,130,1.46,1.67
leaf,0.98762906,ELYtEYBn,131,1.155,1.41
Lobster,0.98762906,ELYtEYBn,132,1.2750000000000001,1.95
dinosaur,0.98762906,ELYtEYBn,133,1.385,2.195
boy,1,ELYtEYBn,134,1.11,1.54
ax,0.5845863,ELYtEYBn,135,1.105,1.405
dolphin,0.98762906,ELYtEYBn,136,1.105,1.745
rope,0.98762906,ELYtEYBn,137,1.185,1.495
bed,0.97578555,ELYtEYBn,138,1.155,1.5050000000000001
truck,0.98762906,ELYtEYBn,139,1.125,1.335
window,1,ELYtEYBn,140,1.2550000000000001,1.925
stairs,0.98762906,ELYtEYBn,141,1.72,2.16
rake,0.97208446,ELYtEYBn,142,1.145,1.465
butter,0.98762906,ELYtEYBn,143,2.325,2.715
robot,0.98762906,ELYtEYBn,144,1.22,1.7550000000000001
guitar,0.98762906,ELYtEYBn,145,1.3,1.715
mop,0.98762906,ELYtEYBn,146,1.385,1.62
rug,0.98762906,ELYtEYBn,147,1.07,1.46
